Timer,Station,Code Station,Coord,commune,groupe24,groupe44,groupe64,groupe99
2022-11-15 20:02:48,Jussieu - Fossés Saint-Bernard,5021,"[48.84718551002347, 2.3534858599305153]",Paris,324,1078,2272,5494
2022-11-15 20:02:48,Mairie de La Garenne Colombes,22505,"[48.90663823468682, 2.24679596722126]",La Garenne-Colombes,125,449,973,2298
2022-11-15 20:02:48,Porte de la Villette,19115,"[48.89835196548483, 2.386150136590004]",Paris,158,554,1189,2830
2022-11-15 20:02:48,Ouest - Château,14034,"[48.83617286014242, 2.319392143923804]",Paris,345,1206,2522,6079
2022-11-15 20:02:48,Flandrin - Henri Martin,16018,"[48.8643275, 2.2724174]",Paris,270,892,1874,4582
2022-11-15 20:02:48,Square Cambronne,15010,"[48.847566545259745, 2.3025691509246826]",Paris,320,1072,2263,5481
2022-11-15 20:02:48,Assemblée Nationale,7009,"[48.86141101465194, 2.320121418520769]",Paris,273,942,1946,4694
2022-11-15 20:02:48,Réunion - Avron,20132,"[48.852566752033766, 2.403928068708116]",Paris,303,1040,2152,5211
2022-11-15 20:02:48,Claude Bernard - Arbalète,5114,"[48.83976676978202, 2.347510904073715]",Paris,347,1165,2463,5889
2022-11-15 20:02:48,Square des Saint-Simoniens,20119,"[48.8701796, 2.3967273]",Paris,254,863,1767,4318
2022-11-15 20:02:48,Petit - Manin,19019,"[48.88650687534334, 2.3938155401308374]",Paris,206,686,1447,3426
2022-11-15 20:02:48,Place des Marseillais,42207,"[48.82663907252554, 2.4059280753135686]",Charenton-le-Pont,399,1304,2729,6597
2022-11-15 20:02:48,Ménilmontant - Pelleport,20036,"[48.87068263384462, 2.398959602331646]",Paris,255,863,1768,4219
2022-11-15 20:02:48,Chanzy - Sud-Est,92003,"[48.888912037698766, 2.195632159709931]",Nanterre,193,619,1349,3275
2022-11-15 20:02:48,Jussieu - Guy de la Brosse,5119,"[48.845665, 2.355653]",Paris,324,1078,2336,5594
2022-11-15 20:02:48,Gare d'Austerlitz,13014,"[48.842524, 2.364044]",Paris,324,1123,2402,5695
2022-11-15 20:02:48,Edgar Quinet - Gaité,14001,"[48.84116092896631, 2.32459545135498]",Paris,346,1118,2395,5784
2022-11-15 20:02:48,Place Carnot,31012,"[48.85593932186797, 2.441531717777252]",Montreuil,305,1000,2095,5023
2022-11-15 20:02:48,Gravelle - Route du Bac,12126,"[48.824407, 2.418455]",Paris,400,1305,2795,6700
2022-11-15 20:02:48,Ceinture du Lac Inferieure - Saint-Cloud,16129,"[48.86218070933143, 2.2617871686816216]",Paris,270,935,1936,4678
2022-11-15 20:02:48,Anatole France - Jean Lolive,35019,"[48.8949922, 2.4253764]",Pantin,184,602,1260,2939
2022-11-15 20:02:48,Piat - Parc de Belleville,20113,"[48.87195626635528, 2.384981390278095]",Paris,254,817,1765,4216
2022-11-15 20:02:48,Lagny - Joffre,41604,"[48.84930687084088, 2.417949736118317]",Saint-Mandé,328,1085,2219,5413
2022-11-15 20:02:48,Place Falguière,15017,"[48.83629973941847, 2.3104464635252953]",Paris,345,1205,2520,5978
2022-11-15 20:02:48,Sommerard - Saint-Jacques,5002,"[48.850310432924466, 2.345015835298588]",Paris,299,1033,2206,5294
2022-11-15 20:02:48,Tardieu - Chappe,18005,"[48.884146759782, 2.341845408082]",Paris,203,680,1502,3511
2022-11-15 20:02:48,Petites Ecuries - Faubourg Poissonnière,10005,"[48.87397217237368, 2.348388757504776]",Paris,227,813,1695,4107
2022-11-15 20:02:48,Gare d'Austerlitz - Quai Saint-Bernard,13104,"[48.84369030864, 2.3657163977623]",Paris,324,1123,2338,5696
2022-11-15 20:02:48,Place Valhubert,5116,"[48.844182577315, 2.3640366643667]",Paris,324,1123,2338,5596
2022-11-15 20:02:48,Nanterre - Université,92004,"[48.901365, 2.212693]",Nanterre,147,489,1096,2586
2022-11-15 20:02:48,Pascal - Claude Bernard,5026,"[48.839061952159746, 2.3499782010912895]",Paris,347,1165,2463,5889
2022-11-15 20:02:48,Vignerons - Minimes,43006,"[48.841486, 2.430793]",Vincennes,353,1131,2413,5812
2022-11-15 20:02:48,Lamennais - Washington,8102,"[48.87352990026496, 2.303444892168045]",Paris,248,808,1687,4095
2022-11-15 20:02:48,Pierre Grenier - Pont de Billancourt,21013,"[48.8258020742942, 2.2487989068031315]",Boulogne-Billancourt,389,1285,2766,6556
2022-11-15 20:02:48,Bineau - Louise Michel,23011,"[48.88666162206972, 2.2843274474143986]",Levallois-Perret,199,674,1428,3397
2022-11-15 20:02:48,Uzès - Montmartre,2010,"[48.870790980240706, 2.3431010171771054]",Paris,251,812,1758,4205
2022-11-15 20:02:48,Ledru-Rollin - Charonne,11114,"[48.85345855607243, 2.3772463581947094]",Paris,301,1036,2148,5105
2022-11-15 20:02:48,Parc de Belleville - Julien Lacroix,20040,"[48.8703459, 2.3842214]",Paris,254,861,1765,4216
2022-11-15 20:02:48,Gare de Pont-Cardinet,17017,"[48.88713901475306, 2.314494143994255]",Paris,201,677,1433,3405
2022-11-15 20:02:48,Londres - Amsterdam,8101,"[48.878034461503965, 2.326483540969424]",Paris,226,766,1627,3804
2022-11-15 20:02:48,Morice - Général Leclerc,21105,"[48.90245471981591, 2.3128929734230046]",Clichy,153,501,1049,2613
2022-11-15 20:02:48,Place Jean Delay,13026,"[48.823316, 2.354336]",Paris,396,1342,2784,6683
2022-11-15 20:02:48,Pierre Larousse - Raymond Losserand,14139,"[48.83059564231877, 2.3119183257222176]",Paris,369,1249,2649,6374
2022-11-15 20:02:48,Pitié-Salpêtrière,13102,"[48.83748810318667, 2.365213818848133]",Paris,348,1167,2530,5993
2022-11-15 20:02:48,Charles Delescluze,11101,"[48.85242200848887, 2.380632497370243]",Paris,301,1037,2148,5205
2022-11-15 20:02:48,Vasco de Gama,15055,"[48.83671783466264, 2.283664085650799]",Paris,343,1201,2516,5971
2022-11-15 20:02:48,Jonquoy - Didot,14130,"[48.82890454823947, 2.31648076325655]",Paris,369,1249,2649,6376
2022-11-15 20:02:48,Lucien Sampaix - Récollets,10015,"[48.874330377560476, 2.3621229082345963]",Paris,228,815,1697,4012
2022-11-15 20:02:48,Place du Général de Gaulle,41207,"[48.8525288, 2.4877332]",Fontenay-sous-Bois,308,1050,2167,5233
2022-11-15 20:02:48,Lauriston - Copernic,16006,"[48.86926, 2.289918]",Paris,248,850,1813,4290
2022-11-15 20:02:48,Gare de l'Est - Verdun,10023,"[48.87615605427147, 2.360914908320552]",Paris,228,771,1633,3912
2022-11-15 20:02:48,Michelet - Assas,6018,"[48.84274150283194, 2.335021197795868]",Paris,322,1120,2397,5688
2022-11-15 20:02:48,Haxo - Surmelin,20109,"[48.8694370761222, 2.40539657537972]",Paris,255,864,1833,4320
2022-11-15 20:02:48,Mézières - Rennes,6103,"[48.85023459321703, 2.3303819820284843]",Paris,298,1031,2204,5290
2022-11-15 20:02:48,Place du Cornillon - Stade de France,32014,"[48.92540695835961, 2.3644426837563515]",Saint-Denis,84,287,546,1339
2022-11-15 20:02:48,Porte de Clignancourt.,18032,"[48.897488, 2.343996]",Paris,155,549,1182,2819
2022-11-15 20:02:48,Génie - Mozart,44012,"[48.794902381218904, 2.3734183609485626]",Vitry-sur-Seine,493,1608,3427,8173
2022-11-15 20:02:48,Lucie Aubrac - Franklin,31016,"[48.86223916006812, 2.4435862898826604]",Montreuil,281,956,1967,4726
2022-11-15 20:02:48,Hôtel de Ville d'Argenteuil,51003,"[48.946504, 2.2496396]",Argenteuil,5,53,78,220
2022-11-15 20:02:48,Primo Levi - Frigos,13016,"[48.83094844846017, 2.37965351592796]",Paris,373,1257,2660,6293
2022-11-15 20:02:48,Batignolles - Rome,8051,"[48.881823370566806, 2.3202589899301524]",Paris,201,722,1498,3605
2022-11-15 20:02:48,Dunois - Clisson,13043,"[48.832294, 2.3674523]",Paris,372,1255,2594,6290
2022-11-15 20:02:48,Colonel Monteil - Brune,14122,"[48.82650293311, 2.3092747998272]",Paris,393,1292,2712,6572
2022-11-15 20:02:48,Milton - Manuel,9115,"[48.878249, 2.341181]",Paris,227,768,1630,3808
2022-11-15 20:02:48,Mahatma Gandhi,16123,"[48.876356, 2.264205]",Paris,222,759,1616,3887
2022-11-15 20:02:48,Edouard Pailleron - Simon Bolivar,19039,"[48.87979886049996, 2.374839261174202]",Paris,229,728,1571,3718
2022-11-15 20:02:48,Eglise d'Auteuil,16032,"[48.84749841771691, 2.26848387135299]",Paris,318,1068,2257,5472
2022-11-15 20:02:48,Jean Jaurès - Jean Baptiste Clément,21003,"[48.84576261454011, 2.2369650006294255]",Boulogne-Billancourt,316,1064,2316,5463
2022-11-15 20:02:48,Mairie du 18ème,18025,"[48.892939296937605, 2.3445510864257812]",Paris,179,593,1310,3116
2022-11-15 20:02:48,Belleville - Télégraphe,19040,"[48.8756045, 2.3995549]",Paris,231,775,1640,4022
2022-11-15 20:02:48,Université Paris Dauphine,16004,"[48.870707839985, 2.2748656198382]",Paris,247,848,1746,4187
2022-11-15 20:02:48,Basilique,32017,"[48.93626891059109, 2.3588666820200914]",Saint-Denis,36,154,353,843
2022-11-15 20:02:48,Square des Epinettes,17121,"[48.89383909781389, 2.325953990221024]",Paris,178,590,1243,3012
2022-11-15 20:02:48,Lepic - Armée d'Orient,18113,"[48.88753640381415, 2.334307730197907]",Paris,202,679,1372,3311
2022-11-15 20:02:48,Cité des Sciences et de l'Industrie,19009,"[48.89659571178903, 2.384599149227142]",Paris,182,553,1189,2929
2022-11-15 20:02:48,Pajol - Riquet,18109,"[48.88960028134536, 2.3628534749150276]",Paris,180,639,1377,3220
2022-11-15 20:02:48,Lassus - Delouvain,19038,"[48.87550448459959, 2.3890327325518528]",Paris,230,774,1702,4019
2022-11-15 20:02:48,Toffier Decaux - Cartier Bresson,35017,"[48.90165072551549, 2.4017545580863957]",Pantin,159,511,1128,2636
2022-11-15 20:02:48,Orteaux - Mouraud,20118,"[48.85558642847872, 2.408762907764669]",Paris,303,996,2089,5014
2022-11-15 20:02:48,François Ponsard - La Muette,16021,"[48.8583666, 2.2744515]",Paris,271,936,2002,4879
2022-11-15 20:02:48,Provence - Chaussée d'Antin,9031,"[48.87428447542072, 2.332976511564311]",Paris,226,811,1692,4004
2022-11-15 20:02:48,Pelleport - Belgrand,20023,"[48.86500081847653, 2.403980836377493]",Paris,279,908,1896,4518
2022-11-15 20:02:48,Sadi Carnot - François Mitterrand,31703,"[48.87532687671517, 2.4241617321968083]",Bagnolet,232,778,1708,4028
2022-11-15 20:02:48,Gabrielle Josserand - Edouard Vaillant,35003,"[48.90271566255436, 2.3933270573616032]",Pantin,158,510,1063,2535
2022-11-15 20:02:48,Hameau Fleuri - Marché,21014,"[48.831448892608314, 2.2412404417991643]",Boulogne-Billancourt,364,1240,2637,6257
2022-11-15 20:02:48,Charles de Gaulle - Jean Lolive,35014,"[48.8932644350857, 2.4126765131950383]",Pantin,183,601,1258,3035
2022-11-15 20:02:48,Ledru-Rollin - Place du Père Chaillet,11006,"[48.856433706943704, 2.379020587761426]",Paris,301,993,2084,5006
2022-11-15 20:02:48,Méchain - Faubourg Saint-Jacques,14112,"[48.83586772099485, 2.33798034198275]",Paris,347,1208,2525,6084
2022-11-15 20:02:48,Stade Auguste Delaune,47004,"[48.80896378683884, 2.4345204234123234]",Maisons-Alfort,449,1483,3118,7496
2022-11-15 20:02:48,Jean-Baptiste Pigalle - La Bruyere,9026,"[48.87939826447722, 2.333709173337285]",Paris,226,723,1564,3806
2022-11-15 20:02:48,Transvaal - Charles de Gaulle,21001,"[48.848280403628806, 2.2373420120857195]",Boulogne-Billancourt,316,1064,2252,5365
2022-11-15 20:02:48,Kléber - Gouverneur Général Eboué,21310,"[48.826885843069796, 2.2723413258790965]",Issy-les-Moulineaux,366,1288,2706,6463
2022-11-15 20:02:48,Pyrénées - Maraîchers,20016,"[48.85714001395299, 2.4043509364128113]",Paris,303,996,2088,4914
2022-11-15 20:02:48,Place Jacques Bonsergent,10010,"[48.870948218595146, 2.3612049221992497]",Paris,252,815,1761,4209
2022-11-15 20:02:48,Place de Passy,16043,"[48.85780291711202, 2.277500546942199]",Paris,295,981,2067,4880
2022-11-15 20:02:48,Pont Neuf - Rivoli,1117,"[48.860089892617, 2.344057559967]",Paris,275,945,2014,4799
2022-11-15 20:02:48,Wilson - Landy,32004,"[48.91516726221354, 2.357633225619793]",Saint-Denis,108,374,800,1932
2022-11-15 20:02:48,Maison de Radio - France,16029,"[48.85132886434057, 2.277785539627075]",Paris,295,1025,2195,5276
2022-11-15 20:02:48,Caulaincourt - Place Constantin Pecqueur,18017,"[48.8896779050281, 2.33817871442611]",Paris,179,636,1373,3213
2022-11-15 20:02:48,Square Léon,18008,"[48.88667396788626, 2.353205569088459]",Paris,204,682,1440,3415
2022-11-15 20:02:48,Chernoviz - Raynouard,16112,"[48.8569864146289, 2.282173218142987]",Paris,295,981,2068,4980
2022-11-15 20:02:48,Fontainebleau - Edmond Michelet,42703,"[48.80956436844049, 2.3626908659935]",Le Kremlin-Bicêtre,444,1475,3105,7477
2022-11-15 20:02:48,Diderot - Reuilly,12161,"[48.847208456061, 2.3861273378134]",Paris,326,1082,2277,5503
2022-11-15 20:02:48,Eugène Oudiné - Dessous Des Berges,13046,"[48.8256423, 2.3750226]",Paris,397,1300,2787,6589
2022-11-15 20:02:48,Mont Valérien - Michel Salles,22102,"[48.8561915, 2.2152966]",Saint-Cloud,291,973,2056,4963
2022-11-15 20:02:48,Gare Montparnasse - Vaugirard,15003,"[48.8418071798797, 2.31951002690117]",Paris,345,1118,2394,5782
2022-11-15 20:02:48,Neuve Saint-Pierre - Beautreillis,4110,"[48.85355351439652, 2.3639122769236565]",Paris,300,1035,2146,5101
2022-11-15 20:02:48,Granges aux Belles - Hôpital Saint-Louis,10114,"[48.874794994841274, 2.366669436984963]",Paris,228,815,1698,4013
2022-11-15 20:02:48,Parc de Choisy,13122,"[48.828156251575, 2.3585135329033]",Paris,372,1298,2721,6486
2022-11-15 20:02:48,Gustave Eiffel - Parc des Impressionnistes,21114,"[48.90390619651018, 2.2946908324956894]",Clichy,152,499,1046,2509
2022-11-15 20:02:48,Borrégo - Gambetta,20137,"[48.87330497045532, 2.4014145880937576]",Paris,255,819,1704,4121
2022-11-15 20:02:48,Jeanne Hornet - Girardot,31704,"[48.873802681432146, 2.427820265293122]",Bagnolet,232,822,1709,4128
2022-11-15 20:02:48,Calmette,32603,"[48.88104925098552, 2.424993216991425]",Les Lilas,232,734,1580,3731
2022-11-15 20:02:48,Favart - Italiens,2013,"[48.87144635392104, 2.338290105850787]",Paris,251,812,1757,4203
2022-11-15 20:02:48,Beaujon - Wagram,8056,"[48.875352455985, 2.2964416444302]",Paris,224,763,1686,3994
2022-11-15 20:02:48,Hôtel de Ville - Pont-Marie,4011,"[48.85389964552738, 2.356947250664234]",Paris,300,990,2144,5099
2022-11-15 20:02:48,Porte d'Ivry,13041,"[48.82176874759649, 2.3688706755638127]",Paris,397,1343,2850,6785
2022-11-15 20:02:48,Vieille du Temple - Francs Bourgeois,4013,"[48.858256413365815, 2.35821794718504]",Paris,276,946,2017,4902
2022-11-15 20:02:48,Gare du Nord - Demarquay,10163,"[48.881154, 2.358411]",Paris,228,726,1569,3714
2022-11-15 20:02:48,Greneta - Sebastopol,2001,"[48.865242333228, 2.3516669869423]",Paris,275,901,1887,4504
2022-11-15 20:02:48,Place Pigalle,18042,"[48.8827555, 2.3361566]",Paris,202,724,1501,3609
2022-11-15 20:02:48,Place du Maquis du Vercors,20019,"[48.877321579493575, 2.4083782732486725]",Paris,231,776,1641,3925
2022-11-15 20:02:48,Poissonniers - Nord,18137,"[48.892511213520656, 2.3522228747606277]",Paris,180,594,1312,3118
2022-11-15 20:02:48,Reims - Porte d'Asnières,17116,"[48.891834448210986, 2.300144659954865]",Paris,176,631,1303,3104
2022-11-15 20:02:48,Bercy.,12108,"[48.839966914994, 2.3788625746965]",Paris,349,1169,2468,5897
2022-11-15 20:02:48,Centenaire - Sorins,31013,"[48.85853523359734, 2.4273508787155156]",Montreuil,280,954,2028,4920
2022-11-15 20:02:48,Damrémont - Caulaincourt,18001,"[48.88714509078738, 2.3325880989432335]",Paris,202,679,1436,3410
2022-11-15 20:02:48,Franciade - Gabriel Péri,32018,"[48.93261499331498, 2.355954498052597]",Saint-Denis,60,198,416,1040
2022-11-15 20:02:48,Parmentier - Fontaine au Roi,11034,"[48.86787670551736, 2.372705978671471]",Paris,253,860,1827,4411
2022-11-15 20:02:48,Mairie du 15ème,15020,"[48.8417762, 2.2986539]",Paris,344,1115,2390,5777
2022-11-15 20:02:48,Place des Larris,41206,"[48.8568363, 2.4780236]",Fontenay-sous-Bois,308,1004,2101,5032
2022-11-15 20:02:48,Nationale - Marcel Duchamp,13114,"[48.82463749337136, 2.3678014799952507]",Paris,397,1299,2786,6686
2022-11-15 20:02:48,Hôtel de Ville de Levallois Perret,23008,"[48.89314451997415, 2.2888818383216862]",Levallois-Perret,175,586,1237,3002
2022-11-15 20:02:48,Roquépine - Malesherbes,8015,"[48.87345073390807, 2.320404499769211]",Paris,249,810,1690,4100
2022-11-15 20:02:48,Pont de Lodi - Dauphine,6014,"[48.855296898603285, 2.339947307565249]",Paris,299,988,2077,4996
2022-11-15 20:02:48,Romain Rolland,14116,"[48.820215229662765, 2.3234144234418346]",Montrouge,394,1338,2843,6872
2022-11-15 20:02:48,Gambetta - Michelet,31018,"[48.85273792380526, 2.429966032505036]",Montreuil,305,1043,2157,5218
2022-11-15 20:02:48,Jeûneurs - Mulhouse,2110,"[48.868997, 2.346925]",Paris,251,857,1823,4305
2022-11-15 20:02:48,Danielle Casanova - Place Vendôme,1022,"[48.86826649822326, 2.3304839059710503]",Paris,250,855,1820,4399
2022-11-15 20:02:48,Fernand Braudel - Vincent Auriol,13019,"[48.83637852318147, 2.3723404482007027]",Paris,349,1212,2531,5994
2022-11-15 20:02:48,Ferrus - Saint-Jacques,14007,"[48.8313878, 2.3408563]",Paris,371,1252,2654,6283
2022-11-15 20:02:48,Faidherbe - Dahomey,11107,"[48.851358329771806, 2.383823134795429]",Paris,302,1037,2213,5304
2022-11-15 20:02:48,Le Vau - Maurice Bertaux,20103,"[48.86803439043193, 2.411030612453627]",Paris,255,864,1834,4421
2022-11-15 20:02:48,Daunou - Louis le Grand,2014,"[48.869113, 2.332515]",Paris,250,855,1820,4301
2022-11-15 20:02:48,Mornay - Sully,4109,"[48.84970399548416, 2.364460788667202]",Paris,324,1035,2210,5299
2022-11-15 20:02:48,Porte Saint-Martin,3101,"[48.86860172112996, 2.35570102930069]",Paris,252,858,1824,4307
2022-11-15 20:02:48,Bachaumont - Montmartre,2101,"[48.86617395079137, 2.3449775576591496]",Paris,251,901,1886,4502
2022-11-15 20:02:48,Place Tony de Graaff,21952,"[48.8181645, 2.2458109]",Meudon,413,1373,2893,6951
2022-11-15 20:02:48,Place du Canada,8029,"[48.865346269362675, 2.310193787964762]",Paris,273,897,1880,4493
2022-11-15 20:02:48,Mairie du 19ème,19021,"[48.88256264247959, 2.3812624812126164]",Paris,205,729,1509,3621
2022-11-15 20:02:48,Square du Bataclan,11044,"[48.8633762, 2.3711327]",Paris,277,904,1955,4608
2022-11-15 20:02:48,Jardin Marguerite Long,17104,"[48.8816985773914, 2.2836575657129288]",Paris,199,717,1492,3595
2022-11-15 20:02:48,Place de l'Eglise - Pantin,35008,"[48.892809461520265, 2.4124351143836975]",Pantin,183,601,1322,3134
2022-11-15 20:02:48,Butte aux Cailles - Esperance,13022,"[48.82758774190948, 2.3492151126265526]",Paris,371,1297,2719,6483
2022-11-15 20:02:48,Vignes - Boulainvilliers,16031,"[48.856399483950504, 2.275240458548069]",Paris,295,980,2066,4979
2022-11-15 20:02:48,Censier - Jardin des Plantes,5028,"[48.84107178161383, 2.355475388467312]",Paris,348,1122,2400,5792
2022-11-15 20:02:48,Brochant - Clichy,17005,"[48.89032998912038, 2.319730559929781]",Paris,177,634,1306,3208
2022-11-15 20:02:48,Odessa - Départ,14127,"[48.842885590081, 2.3244281485677]",Paris,322,1118,2395,5685
2022-11-15 20:02:48,Jessaint - Marx Dormoy,18142,"[48.88484543106364, 2.358930408954621]",Paris,204,682,1441,3516
2022-11-15 20:02:48,Léon - Doudeauville,18014,"[48.88832421845225, 2.353573372638597]",Paris,204,638,1376,3316
2022-11-15 20:02:48,Place Marcel Sembat,21017,"[48.83328865030686, 2.2441747784614567]",Boulogne-Billancourt,365,1197,2573,6158
2022-11-15 20:02:48,René Binet - Porte de Montmartre,18035,"[48.89905109950848, 2.3365534096956253]",Paris,155,548,1117,2718
2022-11-15 20:02:48,Moulin de la Pointe,13110,"[48.82092946051445, 2.3563179373741145]",Paris,396,1342,2848,6881
2022-11-15 20:02:48,Suffren - Pérignon,15009,"[48.84717561492764, 2.307052147596786]",Paris,321,1072,2264,5482
2022-11-15 20:02:48,Gare de Clichy-Levallois,23005,"[48.89679827481989, 2.2984680533409123]",Levallois-Perret,176,543,1174,2807
2022-11-15 20:02:48,Jules Guesde - Alsace,23006,"[48.89056627550627, 2.295077741146088]",Levallois-Perret,176,631,1302,3202
2022-11-15 20:02:48,Véron - Lepic,18114,"[48.88526123395252, 2.334559857845307]",Paris,202,679,1437,3509
2022-11-15 20:02:48,Pierre Brossolette - Adolphe Pinard,22403,"[48.82177227954821, 2.313155829906464]",Malakoff,393,1337,2841,6771
2022-11-15 20:02:48,Gergovie - Vercingétorix,14128,"[48.83453413883994, 2.313154547426182]",Paris,369,1205,2585,6078
2022-11-15 20:02:48,Station Paris Basketball - Stade Georges Carpentier,13117,"[48.82048243838136, 2.366832196712494]",Paris,396,1343,2850,6884
2022-11-15 20:02:48,Rapp - Place du Général Gouraud,7024,"[48.858102885107, 2.3004072904587]",Paris,272,939,2007,4886
2022-11-15 20:02:48,Pyramide - Parc Floral,12125,"[48.837442, 2.440452]",Paris,353,1176,2543,6012
2022-11-15 20:02:48,Demi-Lune - Aristide Briand,31026,"[48.87626381919953, 2.4562818557024]",Montreuil,234,782,1649,3938
2022-11-15 20:02:48,Bois de Vincennes - Porte Jaune,12129,"[48.838751246689455, 2.4605489149689674]",Paris,354,1178,2482,5919
2022-11-15 20:02:48,Pré Saint-Gervais - Lilas,19113,"[48.87787062698808, 2.39590734243393]",Paris,230,775,1639,3922
2022-11-15 20:02:48,Place du Président Salvador Allende,35004,"[48.897307310356055, 2.40079153681279]",Pantin,159,555,1192,2834
2022-11-15 20:02:48,Square Edmond Pépin,33104,"[48.883656206899, 2.4033531546593]",Le Pré-Saint-Gervais,207,688,1512,3528
2022-11-15 20:02:48,Bastille - Quai de la Rapée,12150,"[48.84682410855, 2.3669364675879]",Paris,324,1079,2274,5498
2022-11-15 20:02:48,Honoré d'Estienne d'Ovres - Grilles,35011,"[48.89056394743836, 2.4064831843792427]",Pantin,183,644,1321,3231
2022-11-15 20:02:48,Place du Front Populaire - George Sand,32021,"[48.90680713698062, 2.364541214992642]",Saint-Denis,132,463,994,2329
2022-11-15 20:02:48,Paul Barruel - Vaugirard,15019,"[48.84014918546239, 2.3044332861900334]",Paris,344,1160,2455,5778
2022-11-15 20:02:48,Louis Blanc - Jemmapes,10110,"[48.879330755297346, 2.368448562920093]",Paris,229,727,1570,3815
2022-11-15 20:02:48,Charles Lecocq - Lecourbe,15131,"[48.84044, 2.294867]",Paris,344,1159,2454,5776
2022-11-15 20:02:48,Square de la rue Pixérécourt,20002,"[48.8736824, 2.3960278]",Paris,230,819,1703,4120
2022-11-15 20:02:48,Eylau - Trocadéro,16014,"[48.863354122371, 2.2864209115505]",Paris,271,894,1940,4586
2022-11-15 20:02:48,Gare du Nord - Place de Valenciennes,10152,"[48.879089, 2.354235]",Paris,228,770,1568,3812
2022-11-15 20:02:48,Edouard Vaillant - Galliéni,31707,"[48.858462881661, 2.4147954583168]",Bagnolet,280,953,2026,4917
2022-11-15 20:02:48,Mazagran - Pierre de Coubertin,13027,"[48.816218640260445, 2.344226874411106]",Paris,419,1385,2974,7076
2022-11-15 20:02:48,Pierre Demours - Laugier,17029,"[48.8813072, 2.294846]",Paris,224,719,1558,3697
2022-11-15 20:02:48,Neuilly - Petit,21118,"[48.898965361341254, 2.29627937078476]",Clichy,152,543,1174,2707
2022-11-15 20:02:48,Gare du Nord - Denain,10153,"[48.879595787608096, 2.3544725775718693]",Paris,228,726,1568,3812
2022-11-15 20:02:48,Joseph Sansboeuf - Saint Lazare,8008,"[48.87531563065266, 2.3229019716382027]",Paris,226,766,1691,4001
2022-11-15 20:02:48,Place Jules Ferry,21203,"[48.812107928414775, 2.325837314128876]",Montrouge,418,1426,3035,7269
2022-11-15 20:02:48,Mairie de Neuilly sur Seine,22013,"[48.88494728765838, 2.2677031159400944]",Neuilly-sur-Seine,198,672,1425,3492
2022-11-15 20:02:48,Saint-Didier - Raymond Poincaré,16009,"[48.86642312020962, 2.285863497192411]",Paris,247,894,1876,4486
2022-11-15 20:02:48,Cours de l'Ile Seguin - Parc Billancourt,21029,"[48.82714055843935, 2.234234511852265]",Boulogne-Billancourt,364,1284,2699,6453
2022-11-15 20:02:48,Belleville - Couronnes,20039,"[48.868831082877, 2.3809862136841]",Paris,253,861,1828,4314
2022-11-15 20:02:48,Place Fernand Forest,15072,"[48.849269143835926, 2.2818631678819656]",Paris,319,1069,2195,5376
2022-11-15 20:02:48,Gare Montparnasse - Edgar Quinet,14101,"[48.841487851079, 2.3233232282801]",Paris,346,1118,2395,5783
2022-11-15 20:02:48,Marc Sangnier - Division Leclerc,42304,"[48.78599652305309, 2.329955510795116]",Cachan,514,1691,3612,8656
2022-11-15 20:02:48,Pierre Levée - Fontaine Timbaud,11109,"[48.86632723374305, 2.3711163550615306]",Paris,253,904,1891,4509
2022-11-15 20:02:48,Convention - Vaugirard,15052,"[48.83767682233156, 2.295586926020252]",Paris,344,1159,2454,5974
2022-11-15 20:02:48,Paul Vaillant-Couturier - Gare RER,44002,"[48.80108159069614, 2.402097210288048]",Vitry-sur-Seine,471,1567,3304,7883
2022-11-15 20:02:48,Raffet - Montmorency,16115,"[48.85258670812, 2.2629252456151954]",Paris,294,1023,2128,5173
2022-11-15 20:02:48,Commerce - Letellier,15123,"[48.84797660373612, 2.2966245196598805]",Paris,320,1071,2262,5380
2022-11-15 20:02:48,Victor Cresson - Telles de la Poterie,21307,"[48.82269884297945, 2.2686498274963633]",Issy-les-Moulineaux,390,1332,2833,6759
2022-11-15 20:02:48,Fessart - Château,21030,"[48.84245, 2.23989]",Boulogne-Billancourt,316,1108,2380,5662
2022-11-15 20:02:48,Gare SNCF Vanves-Malakoff,21702,"[48.819002163836444, 2.292150005103606]",Vanves,416,1378,2901,6963
2022-11-15 20:02:48,Brancion - Lefebvre,15043,"[48.82900222785569, 2.301431038163409]",Paris,368,1248,2647,6372
2022-11-15 20:02:48,Pontoise - La Tournelle,5107,"[48.85045800918843, 2.352454275492188]",Paris,300,1034,2208,5296
2022-11-15 20:02:48,Hôtel de Ville de Fontenay-aux-Roses,22604,"[48.790844603480856, 2.2871455930319455]",Fontenay-aux-Roses,487,1642,3476,8447
2022-11-15 20:02:48,Docteurs Déjérine - Pte de Montreuil,20009,"[48.85398448133697, 2.41208288897222]",Paris,303,997,2154,5114
2022-11-15 20:02:48,Vanne - Général de Gaulle,21213,"[48.815007, 2.328318]",Montrouge,418,1427,2971,7171
2022-11-15 20:02:48,Malakoff - Place de la Porte Maillot,16101,"[48.876733496637506, 2.2834577411413193]",Paris,223,761,1620,3892
2022-11-15 20:02:48,Vanne - Saussaies,42305,"[48.786404, 2.338848]",Cachan,515,1692,3613,8659
2022-11-15 20:02:48,Jean-Pierre Timbaud - Vaucouleurs,11032,"[48.867937, 2.377885]",Paris,253,861,1828,4412
