Timer,Station,Code Station,Coord,commune,groupe24,groupe44,groupe64,groupe99
2022-11-15 20:02:48,André Maurois - Joseph et Marie Hackin,16003,"[48.8778983, 2.2789591]",Paris,223,761,1619,3792
2022-11-15 20:02:48,Place de l'Insurrection d'Août 1944,42003,"[48.81477852751594, 2.398074567317963]",Ivry-sur-Seine,422,1435,2983,7189
2022-11-15 20:02:48,Jardin de l'Hospice Debrousse,20108,"[48.861451061938, 2.40568600595]",Paris,279,952,1961,4716
2022-11-15 20:02:48,Square Alban Satragne,10018,"[48.875388227727, 2.3559567333359]",Paris,228,770,1696,4010
2022-11-15 20:02:48,Paul Signac - Aristide Briand,31025,"[48.86950262156371, 2.4502260982990265]",Montreuil,258,869,1840,4332
2022-11-15 20:02:48,Proudhon - Président Wilson,32001,"[48.906442763495, 2.3584905266762]",Saint-Denis,132,462,993,2328
2022-11-15 20:02:48,Vitruve - Davout,20122,"[48.86053161154489, 2.4091592812626543]",Paris,279,952,2025,4816
2022-11-15 20:02:48,Temple - Charlot,11038,"[48.86570934379584, 2.365273725072355]",Paris,276,903,1890,4508
2022-11-15 20:02:48,Quai aux Fleurs - Pont Saint-Louis,4003,"[48.85291595620935, 2.352195717394352]",Paris,300,1034,2144,5197
2022-11-15 20:02:48,Batignolles - Beudant,8020,"[48.88216401466375, 2.319852970540523]",Paris,201,722,1498,3604
2022-11-15 20:02:48,Place de Lévis,17015,"[48.883546851533254, 2.3131933808326726]",Paris,201,721,1497,3603
2022-11-15 20:02:48,Porte d'Asnières,17023,"[48.89035817610495, 2.3036286234855656]",Paris,176,632,1303,3204
2022-11-15 20:02:48,Gaston Tessier - Rosa Parks RER,19108,"[48.8963765, 2.3743692]",Paris,181,552,1187,2926
2022-11-15 20:02:48,Camille Groult - Guy Môquet,44007,"[48.787482746521306, 2.3976725712418556]",Vitry-sur-Seine,518,1699,3623,8575
2022-11-15 20:02:48,Assas - Luxembourg,6008,"[48.84373446877937, 2.333428381875887]",Paris,322,1119,2332,5687
2022-11-15 20:02:48,Jean Jaurès - Ouvrières Pivéreuses,35001,"[48.91042343752563, 2.399576604366303]",Pantin,135,423,936,2141
2022-11-15 20:02:48,Marché aux fleurs,4002,"[48.85525811539143, 2.3473754525184636]",Paris,299,989,2079,4998
2022-11-15 20:02:48,Place de l'Europe - Quai de Bercy,42209,"[48.82529858840266, 2.3945679143071175]",Charenton-le-Pont,398,1303,2791,6594
2022-11-15 20:02:48,Louis Pasteur - Albert Petit,22206,"[48.796261, 2.317289]",Bagneux,465,1601,3418,8158
2022-11-15 20:02:48,Jacques Kellner - Saint-Ouen,17003,"[48.895809485802886, 2.327897409164145]",Paris,178,591,1243,2914
2022-11-15 20:02:48,Louis Rolland - République,21217,"[48.81710889740748, 2.3193106434955717]",Montrouge,417,1382,2906,7069
2022-11-15 20:02:48,Javel - André Citroën,15064,"[48.846276485475, 2.2786368057131767]",Paris,319,1069,2323,5475
2022-11-15 20:02:48,Emeriau - Beaugrenelle,15030,"[48.84791249714942, 2.2843059897422795]",Paris,319,1070,2260,5377
2022-11-15 20:02:48,Victor Hugo - La Pompe,16011,"[48.86795222470859, 2.28146318346262]",Paris,247,849,1811,4386
2022-11-15 20:02:48,Gare de Lyon - Chalon,12007,"[48.845666194202, 2.3741452395916]",Paris,325,1080,2339,5599
2022-11-15 20:02:48,Colmar - Victor Hugo,25001,"[48.88652251096166, 2.173960916697979]",Rueil-Malmaison,192,661,1409,3368
2022-11-15 20:02:48,Benjamin Delessert - Jean Lolive,35007,"[48.89392043619345, 2.417981922626496]",Pantin,184,601,1259,3037
2022-11-15 20:02:48,Place de la Gare,47001,"[48.80253358011283, 2.4275037646293645]",Maisons-Alfort,472,1570,3244,7791
2022-11-15 20:02:48,Place Mongolfier,44101,"[48.815160030060376, 2.4592879414558415]",Saint-Maurice,426,1442,2994,7205
2022-11-15 20:02:48,Paris - Désiré Préaux,31007,"[48.85742876694898, 2.4323049187660217]",Montreuil,305,999,2093,4921
2022-11-15 20:02:48,Italie - Jardin Joan Miro,13032,"[48.81990914045756, 2.3592948541045193]",Paris,396,1342,2913,6882
2022-11-15 20:02:48,Monceau - Malesherbes,8037,"[48.8795079, 2.3145456]",Paris,225,721,1561,3801
2022-11-15 20:02:48,Gare de la Garenne-Colombes,27004,"[48.909752, 2.239145]",Colombes,124,404,908,2197
2022-11-15 20:02:48,Rond-Point de la Chapelle,18038,"[48.895126609314104, 2.359971106052399]",Paris,180,594,1249,2922
2022-11-15 20:02:48,Mairie de quartier du Plateau - Mont-Valérien,92001,"[48.8799933, 2.2072437]",Nanterre,218,708,1543,3674
2022-11-15 20:02:48,Paul Vaillant-Couturier - Victor Hugo,23004,"[48.89819702263572, 2.293848017974069]",Levallois-Perret,152,543,1174,2806
2022-11-15 20:02:48,La Jarry - Place Diderot,43010,"[48.849726940367326, 2.452013790607453]",Vincennes,330,1045,2225,5323
2022-11-15 20:02:48,Berthier - Place Stuart Merril,17107,"[48.885927922355044, 2.2933450341224675]",Paris,200,675,1429,3399
2022-11-15 20:02:48,Lucien Bossoutrot - Général Martial Vallin,15057,"[48.836956046311, 2.2741072252393]",Paris,342,1156,2514,5968
2022-11-15 20:02:48,Pergolèse - Malakoff,16002,"[48.87521088779225, 2.2842781618237495]",Paris,223,762,1684,3991
2022-11-15 20:02:48,Vaugirard - Pasteur,15004,"[48.84040868803496, 2.3154367133975033]",Paris,345,1161,2457,5781
2022-11-15 20:02:48,Place Jacques et Thérèse Tréfouël,15005,"[48.842726498316644, 2.3125657439231877]",Paris,321,1117,2393,5682
2022-11-15 20:02:48,Place du 14 Juillet,22408,"[48.8192669595252, 2.30119988322258]",Malakoff,392,1380,2903,6867
2022-11-15 20:02:48,Mairie de Clamart,21401,"[48.800612, 2.262151]",Clamart,462,1551,3280,7846
2022-11-15 20:02:48,Douai - Pierre Fontaine,9027,"[48.88229101148092, 2.33324121683836]",Paris,202,723,1500,3608
2022-11-15 20:02:48,Portugais - Kléber,16001,"[48.8712148, 2.2937349]",Paris,248,807,1750,4192
2022-11-15 20:02:48,Halles - Bourdonnais,1021,"[48.860448992575, 2.3460162431002]",Paris,275,945,2014,4799
2022-11-15 20:02:48,Delizy - Louis Nadot,35006,"[48.896212845581346, 2.4094578623771667]",Pantin,183,600,1193,2935
2022-11-15 20:02:48,Saint-Mandé - Fabre d'Eglantine,12018,"[48.8453579, 2.3965022]",Paris,326,1083,2343,5605
2022-11-15 20:02:48,Balzac - Olympes de Gouges,44016,"[48.77850332486751, 2.4006786569952965]",Vitry-sur-Seine,543,1787,3816,9071
2022-11-15 20:02:48,Cambronne - Villa Croix Nivert,15011,"[48.845847561366, 2.3017574474216]",Paris,320,1072,2327,5481
2022-11-15 20:02:48,Gérando - Rochechouart,9004,"[48.88294340845, 2.3464846238494]",Paris,203,725,1503,3612
2022-11-15 20:02:48,La Motte-Picquet - La Tour Maubourg,7017,"[48.8572316, 2.3094136]",Paris,297,984,2072,4889
2022-11-15 20:02:48,Suffren - Champ de Mars,15071,"[48.8547194, 2.2952168]",Paris,296,983,2134,5083
2022-11-15 20:02:48,Centre Georges Pompidou,4021,"[48.861419, 2.352581]",Paris,276,946,1952,4702
2022-11-15 20:02:48,Fort d'Aubervilliers,33016,"[48.91502382370325, 2.4035281687974925]",Aubervilliers,111,380,808,1944
2022-11-15 20:02:48,Place Ginette Hamelin,12026,"[48.837853, 2.382064]",Paris,349,1169,2469,5997
2022-11-15 20:02:48,Gare du Stade,27005,"[48.9312676, 2.2603778]",Colombes,54,187,400,1015
2022-11-15 20:02:48,Crozatier - Faubourg Saint-Antoine,12005,"[48.850440013405, 2.378901366211]",Paris,301,1037,2212,5303
2022-11-15 20:02:48,Auguste Blanqui - Corvisart,13009,"[48.8300989, 2.3502726]",Paris,371,1253,2655,6385
2022-11-15 20:02:48,Esplanade du Foncet - Camille Desmoulins,21319,"[48.827090233494964, 2.2606857866048813]",Issy-les-Moulineaux,366,1287,2704,6460
2022-11-15 20:02:48,Clichy - Douai,18044,"[48.88411831886975, 2.3287287354469304]",Paris,202,679,1500,3508
2022-11-15 20:02:48,Place Nelson Mandela,92006,"[48.897874318180556, 2.2182820737361912]",Nanterre,147,534,1161,2786
2022-11-15 20:02:48,Place Monge,5024,"[48.842761803051, 2.3524079471827]",Paris,324,1122,2400,5692
2022-11-15 20:02:48,Picpus - Louis Braille,12038,"[48.839988788912, 2.4005256685521]",Paris,351,1171,2472,5903
2022-11-15 20:02:48,Jean Marin Naudin - Stalingrad,22202,"[48.805713897355, 2.3202023282647]",Bagneux,441,1514,3162,7664
2022-11-15 20:02:48,Glacière - Soeur Catherine Marie,13516,"[48.829522989420596, 2.343570403754711]",Paris,371,1253,2654,6383
2022-11-15 20:02:48,Geoffroy - Marie,9011,"[48.873781940593325, 2.344513876337893]",Paris,227,813,1694,4106
2022-11-15 20:02:48,Place Joffre - Frédéric le Play,7109,"[48.853754486938, 2.3044242337346]",Paris,296,1028,2135,5085
2022-11-15 20:02:48,Place de Rungis,13025,"[48.82245594764965, 2.347382729482953]",Paris,395,1341,2847,6780
2022-11-15 20:02:48,Vivaldi - Antoine-Julien Hénard,12028,"[48.841923663276546, 2.389728979467376]",Paris,350,1126,2406,5801
2022-11-15 20:02:48,Place d'Italie - Vincent Auriol,13010,"[48.831481874467, 2.3567550292319]",Paris,372,1254,2656,6287
2022-11-15 20:02:48,Buffon - Jardin des Plantes,5115,"[48.842668466104875, 2.3618587106466293]",Paris,324,1123,2401,5695
2022-11-15 20:02:48,Marché Saint-Quentin,10021,"[48.877356057652264, 2.354511445637388]",Paris,228,770,1632,3911
2022-11-15 20:02:48,Louis Xavier de Ricard - Ancienne Mairie,41211,"[48.84629899065091, 2.472420372068882]",Fontenay-sous-Bois,331,1092,2356,5526
2022-11-15 20:02:48,Square Etienne Jarousse,21707,"[48.82485182597129, 2.2925933450460434]",Vanves,392,1291,2773,6666
2022-11-15 20:02:48,Cloître Saint-Merri - Renard,4019,"[48.85883544889818, 2.351827919483185]",Paris,275,945,2015,4900
2022-11-15 20:02:48,Gare d'Argenteuil,51001,"[48.947022436806705, 2.256898172199726]",Argenteuil,5,54,79,222
2022-11-15 20:02:48,Mairie du 8ème,8027,"[48.877932, 2.318264]",Paris,225,766,1626,3802
2022-11-15 20:02:48,Jules Guesdes - Général de Gaulle,21315,"[48.81930581291959, 2.278934195637703]",Issy-les-Moulineaux,391,1377,2899,6861
2022-11-15 20:02:48,Condorcet - Turgot,9007,"[48.87985155789093, 2.345232367515564]",Paris,227,725,1566,3710
2022-11-15 20:02:48,Jean Monnet - Iles,21303,"[48.823393984057304, 2.2497073194874866]",Issy-les-Moulineaux,389,1329,2766,6655
2022-11-15 20:02:48,Parc Eli Lotar,33014,"[48.91844993053703, 2.3727085813879967]",Aubervilliers,109,332,739,1738
2022-11-15 20:02:48,Bréguet - Sabin,11033,"[48.856931678257, 2.3706749462105]",Paris,301,992,2083,5004
2022-11-15 20:02:48,Leredde - Tolbiac,13052,"[48.82887629664, 2.3744382709265]",Paris,373,1256,2659,6391
2022-11-15 20:02:48,Place Charles Michels,15127,"[48.846401, 2.28502]",Paris,319,1070,2260,5476
2022-11-15 20:02:48,Croix Nivert - Square Saint-Lambert,15036,"[48.8430515215905, 2.295200452208519]",Paris,320,1115,2390,5677
2022-11-15 20:02:48,Mairie du 14ème,14032,"[48.83254578123, 2.3254923149943]",Paris,370,1206,2587,6180
2022-11-15 20:02:48,Jean Jaurès - Jules Jacquemin,33103,"[48.88433053604843, 2.4082902455152104]",Le Pré-Saint-Gervais,207,688,1513,3529
2022-11-15 20:02:48,Porte de la Muette,16019,"[48.86302317841182, 2.2687188170157406]",Paris,270,892,1937,4581
2022-11-15 20:02:48,Bruant - Vincent Auriol,13018,"[48.83484845292942, 2.366826499627087]",Paris,348,1211,2530,6092
2022-11-15 20:02:48,Richard Lenoir - Voltaire,11011,"[48.86164273878, 2.3727491497993]",Paris,277,948,1955,4708
2022-11-15 20:02:48,Stalingrad - Rigollots,41203,"[48.84997403844251, 2.45557576417923]",Fontenay-sous-Bois,330,1046,2225,5324
2022-11-15 20:02:48,Jardins d'Eole,18039,"[48.8869703, 2.3668488]",Paris,204,683,1442,3419
2022-11-15 20:02:48,Raymond Poincaré - Place Victor Hugo,16005,"[48.870306124369975, 2.285074541420228]",Paris,247,850,1748,4288
2022-11-15 20:02:48,Paul Bodin - Clichy,17009,"[48.89239614618928, 2.317142598330975]",Paris,177,589,1306,3109
2022-11-15 20:02:48,Reuilly - Place Felix Eboue,12036,"[48.84030274499962, 2.394630398715453]",Paris,350,1171,2471,5802
2022-11-15 20:02:48,Ecoles - Carmes,5007,"[48.848904447989405, 2.3473486304283147]",Paris,323,1077,2271,5394
2022-11-15 20:02:48,Plantes - Moulin Vert,14026,"[48.83005755305626, 2.3232302069664006]",Paris,370,1250,2651,6377
2022-11-15 20:02:48,Crevaux - Bugeaud,16105,"[48.870809428669546, 2.281149007691853]",Paris,247,805,1747,4188
2022-11-15 20:02:48,Cité Riverin - Château d'Eau,10008,"[48.870702423554306, 2.358739863900845]",Paris,252,858,1761,4209
2022-11-15 20:02:48,Flandrin - Longchamp,16012,"[48.86877849178477, 2.274354539176829]",Paris,247,848,1810,4285
2022-11-15 20:02:48,Porte Molitor,16036,"[48.84524763511433, 2.2569015249609947]",Paris,317,1110,2319,5568
2022-11-15 20:02:48,Place de la Madeleine - Royale,8117,"[48.869228052648, 2.324421107769]",Paris,250,854,1819,4299
2022-11-15 20:02:48,Place de la Nation - Picpus,12015,"[48.846821681548, 2.4001130461693]",Paris,327,1083,2280,5507
2022-11-15 20:02:48,Maxime Gorki - Louis Aragon,48004,"[48.78909814728443, 2.368387877941132]",Villejuif,493,1695,3554,8468
2022-11-15 20:02:48,Gare Montparnasse - Arrivée,15001,"[48.843827994315, 2.3225811123848]",Paris,322,1118,2330,5684
2022-11-15 20:02:48,Poissonniers - Championnet,18139,"[48.89543299733937, 2.3530178144574165]",Paris,180,594,1248,2920
2022-11-15 20:02:48,Cambon - Rivoli,1020,"[48.866143390992, 2.3251800647137]",Paris,250,898,1883,4497
2022-11-15 20:02:48,Grande Truanderie - Saint-Denis,1006,"[48.8626302, 2.3498075]",Paris,275,901,1951,4701
2022-11-15 20:02:48,Jules Vallès - Charonne,11112,"[48.85428437993525, 2.384767457842827]",Paris,302,993,2149,5107
2022-11-15 20:02:48,Square Claude Bernard,19110,"[48.89876016219984, 2.375325746834278]",Paris,157,552,1188,2728
2022-11-15 20:02:48,Henri Ravera - Gabriel Péri,22201,"[48.79722273833844, 2.302115857601166]",Bagneux,464,1600,3351,8055
2022-11-15 20:02:48,Epée de Bois - Mouffetard,5015,"[48.841508690388835, 2.350066713988781]",Paris,347,1121,2399,5791
2022-11-15 20:02:48,Roger Salengro - Général de Gaulle,45002,"[48.820029010376956, 2.4846760556101803]",Champigny-sur-Marne,404,1357,2870,6915
2022-11-15 20:02:48,Murat - Porte de Saint-Cloud,16042,"[48.83750862621299, 2.2577651962637906]",Paris,341,1154,2511,5964
2022-11-15 20:02:48,Cadix - Hameau,15128,"[48.8340107632249, 2.289516180753708]",Paris,367,1202,2581,6170
2022-11-15 20:02:48,Camille Risch - Paul Armangot,44014,"[48.774703, 2.373685]",Vitry-sur-Seine,541,1828,3875,9262
2022-11-15 20:02:48,Phalsbourg - Villiers,17019,"[48.88242307900951, 2.3090453445911407]",Paris,201,720,1496,3602
2022-11-15 20:02:48,Molitor - Michel-Ange,16037,"[48.845182081538034, 2.26211277356597]",Paris,318,1111,2320,5569
2022-11-15 20:02:48,Place des Abbesses,18004,"[48.884542726149725, 2.3386867716908455]",Paris,203,680,1437,3510
2022-11-15 20:02:48,Sorbier - Ménilmontant,20034,"[48.86854239566069, 2.3897721245884895]",Paris,254,862,1830,4316
2022-11-15 20:02:48,Maine - Liancourt,14103,"[48.835064363954, 2.323731449973991]",Paris,346,1206,2523,6081
2022-11-15 20:02:48,Leibniz - Jean Dollfus,18034,"[48.896328348515986, 2.333390423834684]",Paris,178,547,1180,2915
2022-11-15 20:02:48,Pergolèse - Marbeau,16102,"[48.87356870686902, 2.281512522529856]",Paris,247,805,1683,4089
2022-11-15 20:02:48,Louis Lumière.,20104,"[48.86216198070008, 2.41112578185621]",Paris,279,952,1962,4718
2022-11-15 20:02:48,Jourdan - Cité Universitaire,14135,"[48.819897343156676, 2.3397007964124366]",Paris,395,1340,2909,6877
2022-11-15 20:02:48,Place de la Nation - Charonne,20001,"[48.848364667777, 2.3997623859813]",Paris,327,1083,2280,5408
2022-11-15 20:02:48,Beaubourg - Michel-le-Comte,3010,"[48.862534941806, 2.3543103039265]",Paris,276,902,1952,4703
2022-11-15 20:02:48,Niger - Soult,12156,"[48.84369906369085, 2.410361237220498]",Paris,327,1128,2346,5708
2022-11-15 20:02:48,Porte de Clignancourt - Ney,18140,"[48.899641123987095, 2.344321422278881]",Paris,155,549,1118,2720
2022-11-15 20:02:48,Turbigo - Française,1007,"[48.86358858111446, 2.3477794602513313]",Paris,275,901,1951,4602
2022-11-15 20:02:48,Cordelières - Arago,13005,"[48.83548071896613, 2.348572461702221]",Paris,347,1209,2527,6087
2022-11-15 20:02:48,Parme - Clichy,9037,"[48.88126642422664, 2.328197093450571]",Paris,226,723,1563,3706
2022-11-15 20:02:48,Saint-Denis - Université,32013,"[48.94563430946964, 2.3638297989964485]",Saint-Denis,12,67,162,349
2022-11-15 20:02:48,Gare de Bellevue,21953,"[48.8192404685572, 2.2295309230685234]",Meudon,388,1371,2891,6947
2022-11-15 20:02:48,Bosquet - Saint-Dominique,7021,"[48.85865170952645, 2.303716580234576]",Paris,272,940,2007,4887
2022-11-15 20:02:48,Beaumarchais - Saint-Gilles,3001,"[48.8580378, 2.3679352]",Paris,277,947,2018,4904
2022-11-15 20:02:48,Traktir - Foch,16103,"[48.872755334614, 2.2915497802487]",Paris,248,806,1685,4092
2022-11-15 20:02:48,Place de la Fraternité,31709,"[48.85716405838368, 2.422847449779511]",Montreuil,304,998,2092,4919
2022-11-15 20:02:48,Petites Ecuries - Faubourg Saint-Denis,10006,"[48.87287120589831, 2.3542150855064397]",Paris,252,814,1696,4109
2022-11-15 20:02:48,Bourse du Travail,10011,"[48.868976638825686, 2.362343855202198]",Paris,252,859,1825,4309
2022-11-15 20:02:48,Turbigo - Réaumur,3011,"[48.86557404753054, 2.3564198613166814]",Paris,276,902,1888,4505
2022-11-15 20:02:48,Mairie du 10ème,10009,"[48.872089449907, 2.3575825989246]",Paris,252,814,1760,4209
2022-11-15 20:02:48,Faubourg Du Temple - Republique,11037,"[48.867872484749, 2.3648982158072]",Paris,252,859,1826,4408
2022-11-15 20:02:48,Lacuée - Lyon,12002,"[48.849268481958, 2.3704585433006]",Paris,325,1080,2211,5400
2022-11-15 20:02:48,Maurice Payret-Dortail,21506,"[48.87811957063342, 2.2233625128865246]",Suresnes,219,754,1609,3777
2022-11-15 20:02:48,Française - Etienne Marcel,1102,"[48.864053304653766, 2.347587011754513]",Paris,275,901,1887,4602
2022-11-15 20:02:48,Parc Roger Salengro,21110,"[48.905303858642, 2.31055945158]",Clichy,129,457,984,2414
2022-11-15 20:02:48,Etienne Marcel - Montorgueil,2002,"[48.86450567259199, 2.3461959511041637]",Paris,275,901,1887,4601
2022-11-15 20:02:48,Olivier de Serres - Leriche,15111,"[48.83460221715206, 2.2957482933998112]",Paris,368,1203,2582,6073
2022-11-15 20:02:48,Sainte-Elisabeth - Turbigo,3005,"[48.86610337431042, 2.359649240970612]",Paris,252,902,1889,4506
2022-11-15 20:02:48,Solitaires - Place des Fêtes,19129,"[48.876601, 2.391769]",Paris,230,774,1638,3921
2022-11-15 20:02:48,Adolphe Lalyre - Armand Silvestre,24006,"[48.90406266961591, 2.273416221141815]",Courbevoie,150,496,1042,2503
2022-11-15 20:02:48,Temple - Haudriettes,3009,"[48.861636880211584, 2.356696020645806]",Paris,276,946,1952,4703
2022-11-15 20:02:48,Hôtel de Ville d'Asnières sur Seine,26005,"[48.90999330025577, 2.288238108158112]",Asnières-sur-Seine,127,410,917,2210
2022-11-15 20:02:48,Gare d'Austerlitz - Pont Charles de Gaulle,13125,"[48.842319830109304, 2.3670300096273422]",Paris,348,1123,2402,5696
2022-11-15 20:02:48,Gardenat-Lapostol - Velettes,21507,"[48.87387, 2.224185]",Suresnes,219,798,1674,4074
2022-11-15 20:02:48,Adolphe Pinard - Victor Hugo,14023,"[48.8236825874564, 2.3077843710780144]",Malakoff,393,1336,2776,6670
2022-11-15 20:02:48,Mairie du 3ème,3006,"[48.86446178139141, 2.361762821674347]",Paris,276,903,1889,4606
2022-11-15 20:02:48,Château - République,22504,"[48.905928, 2.253629]",La Garenne-Colombes,125,450,975,2399
2022-11-15 20:02:48,Eugène Varlin - Place de la Paix,48005,"[48.792862, 2.363093]",Villejuif,492,1651,3489,8269
2022-11-15 20:02:48,Rivoli - Musée du Louvre,1014,"[48.86364636851945, 2.33409583568573]",Paris,274,899,1948,4598
2022-11-15 20:02:48,Froidevaux - Boulard,14133,"[48.83514731962543, 2.3294411972165108]",Paris,346,1207,2524,6082
2022-11-15 20:02:48,Verdier - Jean Jaurès,21215,"[48.81614048711214, 2.3123561963438988]",Montrouge,417,1381,2969,7068
2022-11-15 20:02:48,Jean Bleuzen - Square du 11 Novembre,21706,"[48.8232579, 2.2965213]",Vanves,392,1335,2774,6667
2022-11-15 20:02:48,Tiron - Rivoli,4012,"[48.85569225323279, 2.357905805110932]",Paris,300,990,2081,5001
2022-11-15 20:02:48,Bastille - Beaumarchais,4101,"[48.853833463852, 2.3685702681541]",Paris,301,991,2146,5102
2022-11-15 20:02:48,Place de la Bastille - Bourdon,4007,"[48.852364355271, 2.3681089282036]",Paris,301,1035,2146,5201
2022-11-15 20:02:48,Bas - Gabriel Péri,26006,"[48.91585580539625, 2.2948095202445984]",Asnières-sur-Seine,104,367,790,1816
2022-11-15 20:02:48,Séminaire de Conflans - Liberté,42211,"[48.823194, 2.404179]",Charenton-le-Pont,399,1348,2792,6696
2022-11-15 20:02:48,Barbès - Monique Maunoury,42026,"[48.81552718820216, 2.3687169334905405]",Ivry-sur-Seine,421,1387,2978,7082
2022-11-15 20:02:48,Quai Jules Guesde - Saint-Simon,44001,"[48.80391487218989, 2.408966162027371]",Vitry-sur-Seine,447,1524,3241,7786
2022-11-15 20:02:48,Hippodrome Paris-Vincennes,12163,"[48.82048387758518, 2.446271181106568]",Paris,402,1353,2864,6905
2022-11-15 20:02:48,Saint-Gilles - Turenne,3002,"[48.858158956779, 2.3647149920992]",Paris,276,947,2018,4903
2022-11-15 20:02:48,Pau Casals - Neuve Tolbiac,13054,"[48.8311602, 2.3774395]",Paris,373,1257,2660,6293
2022-11-15 20:02:48,Édouard Vaillant - Place Jean Jaurès,21505,"[48.86265537999924, 2.2089037319128613]",Suresnes,266,885,1927,4664
2022-11-15 20:02:48,Aboukir - Alexandrie,2016,"[48.86868344444473, 2.3502043269474897]",Paris,251,857,1823,4306
2022-11-15 20:02:48,Waldeck Rochet - Germaine Tillon,33020,"[48.91105960199651, 2.3676301538944244]",Aubervilliers,133,419,866,2132
2022-11-15 20:02:48,Chaussée d'Antin - Haussmann,9039,"[48.87243, 2.33359]",Paris,250,811,1756,4103
2022-11-15 20:02:48,Mairie du 2ème,2008,"[48.8672190355135, 2.3404625437747044]",Paris,251,856,1822,4402
2022-11-15 20:02:48,Oratoire - Rivoli,1025,"[48.861342760889, 2.3400047421455]",Paris,275,944,1949,4699
2022-11-15 20:02:48,Saint-Bon - Rivoli,4018,"[48.857999643315, 2.3502172809763]",Paris,299,989,2079,4900
2022-11-15 20:02:48,Berthier - Porte de Clichy,17106,"[48.894222687781, 2.3125872006816]",Paris,177,589,1241,3009
2022-11-15 20:02:48,Ventadour - Opéra,1116,"[48.866810653323, 2.334388448251871]",Paris,250,855,1820,4400
2022-11-15 20:02:48,Square Victor Basch,27001,"[48.91430486226092, 2.2289156913757324]",Colombes,100,359,778,1897
2022-11-15 20:02:48,Saint-Honoré - 29 juillet,1017,"[48.86557114282421, 2.330567417577153]",Paris,274,899,1884,4498
2022-11-15 20:02:48,Saint-Amand - Labrouste,15040,"[48.834097274832295, 2.3087677359581]",Paris,369,1204,2584,6176
2022-11-15 20:02:48,Château - Place de Catalogne,14134,"[48.836805542262134, 2.3185293003916745]",Paris,345,1162,2522,5980
2022-11-15 20:02:48,Jouffroy d'Abbans - Villiers,17021,"[48.88421554703737, 2.3056533560156827]",Paris,201,676,1496,3502
2022-11-15 20:02:48,Marx Dormoy - Château Sainte-Barbe,22601,"[48.791782341055324, 2.297856844961643]",Fontenay-aux-Roses,488,1643,3478,8351
2022-11-15 20:02:48,Saint-Honoré - Musée du Louvre,1023,"[48.86344313284792, 2.3348781846405102]",Paris,274,899,1949,4598
2022-11-15 20:02:48,Bréa - Raspail,6007,"[48.842738478257814, 2.329794221763396]",Paris,322,1119,2396,5686
2022-11-15 20:02:48,Résistance - Parmentier,31020,"[48.85965138131299, 2.436705082654953]",Montreuil,281,956,2030,4824
2022-11-15 20:02:48,Suresnes - Muette à Neuilly,16139,"[48.86857040434825, 2.266000919044018]",Paris,246,847,1809,4283
2022-11-15 20:02:48,Quai de l'Aisne - Général Leclerc,35005,"[48.895713, 2.400571]",Pantin,183,599,1256,2933
2022-11-15 20:02:48,Arthur Ranc - Hôpital Bichat,18112,"[48.8978712500682, 2.333521842956543]",Paris,154,547,1180,2816
2022-11-15 20:02:48,Magenta - Chabrol,10201,"[48.876495350882045, 2.3560990020632744]",Paris,228,770,1632,3911
2022-11-15 20:02:48,Victor Hugo - Gare,27006,"[48.92313395265796, 2.2600970417261124]",Colombes,78,275,592,1510
2022-11-15 20:02:48,Parc Floral du Bel Air,12166,"[48.839285711865735, 2.438560165464878]",Paris,353,1176,2478,5913
2022-11-15 20:02:48,Place du Palais Royal,1013,"[48.862382970647, 2.3384822532535]",Paris,275,900,1949,4698
2022-11-15 20:02:48,Place de la Division Leclerc,22603,"[48.793824988636516, 2.2731140430551027]",Fontenay-aux-Roses,486,1640,3410,8245
2022-11-15 20:02:48,Belles Feuilles - Place de Mexico,16010,"[48.865804746474, 2.2829206287861]",Paris,271,893,1876,4486
2022-11-15 20:02:48,Saint-Marc - Feydeau,2102,"[48.870310661422, 2.3419791832566]",Paris,251,856,1758,4303
2022-11-15 20:02:48,Lampes,42019,"[48.81152481985875, 2.4017931148409843]",Ivry-sur-Seine,423,1435,3048,7388
2022-11-15 20:02:48,Jules Guesdes - Carnot,32020,"[48.93828169931872, 2.3508992046117783]",Saint-Denis,35,153,287,742
2022-11-15 20:02:48,Danielle Casanova - Opéra,2020,"[48.867643242297284, 2.3333894088864326]",Paris,250,855,1820,4400
2022-11-15 20:02:48,Les Halles - Saint-Eustache,1008,"[48.86362695901683, 2.342623919248581]",Paris,275,900,1950,4601
2022-11-15 20:02:48,Place des Victoires,2006,"[48.8660354, 2.3420333]",Paris,251,900,1886,4501
2022-11-15 20:02:48,Place de l'Eglise - Vitry-sur-Seine,44004,"[48.791922819921815, 2.395057752728462]",Vitry-sur-Seine,494,1655,3495,8376
2022-11-15 20:02:48,Sorbier - Gasnier-Guy,20010,"[48.86521763101122, 2.39365965127945]",Paris,278,906,1895,4515
2022-11-15 20:02:48,Simon Bolivar - Henri Turot,19118,"[48.876887, 2.374454]",Paris,229,772,1635,3916
2022-11-15 20:02:48,Blanqui - Docteur Bauer,34013,"[48.907735489085, 2.3407192814591]",Saint-Ouen-sur-Seine,131,460,990,2323
2022-11-15 20:02:48,Youri Gagarine - Commune de Paris,44008,"[48.782427463041, 2.3939734697342]",Vitry-sur-Seine,518,1742,3687,8871
